account_id,customer_id,account_type,balance,currency,status,opened_at,closed_at
952925908174,1733068951,LOAN,20409.22,USD,ACTIVE,2024-12-06 07:33:10,
26536779174,6877636666,LOAN,28583.62,USD,ACTIVE,2025-03-04 22:10:47,
282231332128,133322853,SAVINGS,1157.73,USD,INACTIVE,2024-04-02 12:25:14,
557665566866,4065276111,LOAN,80897.92,USD,ACTIVE,2021-10-12 00:16:37,
373244457642,1866504462,SAVINGS,40239.03,USD,INACTIVE,2024-08-04 20:13:31,
382179502276,5952053087,SAVINGS,86934.08,USD,ACTIVE,2022-05-05 07:26:47,
837057854465,6336427676,LOAN,48851.76,USD,INACTIVE,2025-06-11 00:20:29,
525794275033,3309359815,LOAN,80897.8,USD,ACTIVE,2022-07-02 21:57:50,
483532191824,9664746465,LOAN,7060.47,USD,CLOSED,2022-01-25 21:48:29,
807527333077,7753833394,SAVINGS,88389.37,USD,CLOSED,2021-12-10 20:35:02,
78298114345,1675332842,LOAN,64788.51,USD,INACTIVE,2022-03-22 02:42:15,
320016197579,9032365508,CHECKING,70611.53,USD,ACTIVE,2024-03-12 14:36:02,
618452556787,9003113763,SAVINGS,73255.94,USD,ACTIVE,2021-05-11 13:36:48,
765986058850,1668642409,SAVINGS,20412.21,USD,INACTIVE,2020-03-27 01:13:02,
496677059821,8029908787,SAVINGS,72834.73,USD,INACTIVE,2020-03-15 04:42:14,
70718965275,9866097139,SAVINGS,81137.16,USD,CLOSED,2024-07-26 06:18:02,
932969555895,5627728588,CHECKING,41294.47,USD,CLOSED,2024-09-29 13:48:22,
169126545736,597531271,CHECKING,40645.34,USD,ACTIVE,2025-07-01 14:49:33,
1718612332,7496173761,LOAN,98304.31,USD,INACTIVE,2022-10-07 07:19:59,
310315455677,525900967,CHECKING,45588.9,USD,INACTIVE,2023-03-05 06:35:09,
712043040780,7093107344,SAVINGS,16335.12,USD,INACTIVE,2024-03-12 10:20:44,
369672295242,1676315813,LOAN,20270.3,USD,ACTIVE,2020-03-04 03:11:12,
44587263726,3082307918,CHECKING,71626.69,USD,INACTIVE,2024-10-07 06:11:09,
784752254223,9464320793,SAVINGS,68631.64,USD,CLOSED,2022-11-23 20:43:31,
510221618151,1018079411,LOAN,68252.77,USD,CLOSED,2022-07-13 22:56:50,
62917258098,5211010836,SAVINGS,90812.87,USD,CLOSED,2022-07-03 16:15:45,
370282146861,1271278108,SAVINGS,88242.9,USD,CLOSED,2025-07-13 20:46:08,
239948960718,7770994711,CHECKING,18177.07,USD,CLOSED,2021-02-06 06:13:27,
397844390819,9703350654,LOAN,78751.23,USD,ACTIVE,2025-01-22 09:45:28,
449482557731,2452188896,CHECKING,84355.24,USD,CLOSED,2024-10-13 11:51:26,
116109948355,3308933888,CHECKING,89009.76,USD,ACTIVE,2023-12-06 11:25:48,
77719264042,6197407821,SAVINGS,43152.89,USD,INACTIVE,2020-12-31 21:25:13,
690043251564,796572521,SAVINGS,5965.49,USD,ACTIVE,2022-05-02 05:23:52,
863525845759,5880117978,SAVINGS,99165.45,USD,ACTIVE,2025-01-30 10:22:44,
125105976069,2824780444,CHECKING,35739.78,USD,ACTIVE,2023-08-08 08:42:53,
338011327202,1817615599,CHECKING,90792.73,USD,CLOSED,2021-01-31 21:18:33,
323007971427,9165868046,LOAN,31501.67,USD,CLOSED,2024-02-07 22:06:49,
953543671459,6778393444,LOAN,15148.7,USD,ACTIVE,2024-02-11 06:20:30,
706635597307,2838393533,CHECKING,58048.83,USD,ACTIVE,2021-06-06 22:14:41,
258154719718,930966180,SAVINGS,3460.94,USD,ACTIVE,2020-02-12 17:52:25,
582632829638,9988316779,SAVINGS,75475.79,USD,CLOSED,2021-06-07 05:49:56,
748408503579,710781962,LOAN,20230.02,USD,INACTIVE,2023-02-12 02:08:10,
395816697716,3843917465,CHECKING,47516.8,USD,ACTIVE,2022-06-05 15:49:34,
906152182711,6416102255,SAVINGS,36511.77,USD,ACTIVE,2023-05-04 05:04:42,
196730652568,2026677521,LOAN,52707.93,USD,CLOSED,2020-01-28 08:27:49,
532842365598,1617361914,CHECKING,88137.58,USD,CLOSED,2020-03-21 21:02:31,
734753475933,6903902973,CHECKING,92054.54,USD,CLOSED,2022-02-14 18:05:58,
863868629903,542685506,CHECKING,48968.86,USD,CLOSED,2024-10-23 05:47:18,
991398837450,8612433210,LOAN,60434.84,USD,CLOSED,2021-04-06 13:57:43,
898338464104,6578926688,CHECKING,28503.08,USD,CLOSED,2024-04-28 22:17:54,
749219831740,5415619633,LOAN,42071.9,USD,CLOSED,2022-02-20 20:52:49,
674295040937,6992511879,CHECKING,51183.59,USD,INACTIVE,2023-08-16 02:22:36,
708417312737,7068980696,SAVINGS,87372.96,USD,ACTIVE,2021-05-27 16:17:01,
790443836582,2142583190,SAVINGS,65189.44,USD,ACTIVE,2024-05-26 08:06:46,
80209947576,6298142361,SAVINGS,28189.67,USD,ACTIVE,2025-03-02 18:40:24,
646195048463,3919810348,SAVINGS,31299.82,USD,INACTIVE,2021-05-24 21:21:24,
70232756323,9828967216,CHECKING,48689.51,USD,CLOSED,2020-12-31 13:57:44,
804570194921,4505899363,LOAN,81309.31,USD,INACTIVE,2021-12-14 10:28:58,
116077668903,7739001036,SAVINGS,43417.24,USD,CLOSED,2021-07-02 23:07:46,
247046812658,7643237309,SAVINGS,59747.87,USD,INACTIVE,2020-07-27 12:17:57,
745933026230,9732518232,CHECKING,49304.64,USD,CLOSED,2021-05-07 17:37:32,
237314681219,5888753187,SAVINGS,8511.88,USD,INACTIVE,2024-12-06 21:17:01,
455128779522,9333943549,CHECKING,93052.27,USD,INACTIVE,2023-04-15 18:51:41,
886005771275,2970216540,SAVINGS,47073.45,USD,INACTIVE,2021-01-19 20:18:26,
387731301488,5386398041,SAVINGS,16114.61,USD,INACTIVE,2025-05-22 02:51:45,
950303138005,876315296,CHECKING,66969.33,USD,ACTIVE,2023-10-01 09:28:56,
400211554028,3717216603,CHECKING,81424.11,USD,ACTIVE,2024-01-28 01:15:36,
960883821031,5760772016,CHECKING,43607.09,USD,INACTIVE,2023-12-23 12:30:13,
888283682707,3921020260,SAVINGS,84155.09,USD,ACTIVE,2023-08-05 05:26:30,
75353516793,908220012,LOAN,7798.02,USD,INACTIVE,2024-03-06 10:54:29,
546094587503,9130156396,CHECKING,66934.89,USD,INACTIVE,2021-10-03 16:57:17,
51317270630,8493664421,SAVINGS,39008.29,USD,ACTIVE,2023-09-11 19:57:03,
659855887400,2584618092,CHECKING,83563.82,USD,CLOSED,2021-05-06 15:49:11,
260041621210,7477501905,LOAN,81650.61,USD,ACTIVE,2024-06-16 17:04:30,
62732407946,4557985134,LOAN,95314.55,USD,ACTIVE,2023-08-13 09:11:28,
412173589268,5982467284,CHECKING,49484.8,USD,ACTIVE,2022-11-14 10:08:30,
706974835415,637625069,CHECKING,291.92,USD,CLOSED,2022-11-10 19:13:52,
257720473254,1233307427,LOAN,91577.28,USD,INACTIVE,2023-07-26 20:34:30,
314179486772,8275140223,LOAN,72518.87,USD,ACTIVE,2025-03-26 07:44:40,
887719579270,228638237,LOAN,43510.26,USD,CLOSED,2025-02-23 12:23:54,
944650341559,1897985234,LOAN,37631.58,USD,INACTIVE,2021-01-01 04:26:53,
627497019399,328523532,CHECKING,71512.95,USD,ACTIVE,2021-11-10 11:18:10,
889518065411,8279360932,CHECKING,82269.32,USD,ACTIVE,2022-12-12 02:05:09,
251037171022,4969835418,CHECKING,60683.83,USD,INACTIVE,2023-03-26 11:17:20,
354696647465,2436930330,SAVINGS,71540.45,USD,ACTIVE,2022-12-25 16:53:25,
478442213906,6656765446,LOAN,24497.46,USD,CLOSED,2023-05-21 10:01:06,
379664005217,1844279520,SAVINGS,83040.76,USD,ACTIVE,2024-09-29 09:32:54,
798930810907,8831829811,SAVINGS,71166.12,USD,CLOSED,2023-08-10 10:13:19,
502707001099,1477968299,LOAN,19057.9,USD,INACTIVE,2021-07-10 07:40:13,
525781897622,8175275836,LOAN,85112.59,USD,CLOSED,2023-05-28 10:50:50,
632098260051,2410209263,CHECKING,62829.38,USD,CLOSED,2024-07-05 17:10:48,
818898059517,9285928754,LOAN,71476.89,USD,INACTIVE,2024-01-23 00:15:51,
913203512428,8785600934,CHECKING,53690.72,USD,INACTIVE,2023-02-01 17:35:21,
877005693561,7631829091,SAVINGS,57734.41,USD,CLOSED,2022-05-18 05:25:58,
464720149338,660309383,CHECKING,20458.68,USD,CLOSED,2023-10-16 12:38:43,
808649976078,9487763151,CHECKING,3586.66,USD,ACTIVE,2023-06-13 06:10:32,
101988733989,3693610080,CHECKING,1257.61,USD,CLOSED,2025-01-07 08:31:50,
912188700133,3320352736,CHECKING,26984.04,USD,CLOSED,2020-05-19 14:30:05,
51456179424,2844736691,CHECKING,77407.26,USD,ACTIVE,2025-06-18 15:40:55,
67901151345,1987612450,SAVINGS,50039.86,USD,ACTIVE,2023-08-13 20:05:59,
118008983044,8213794577,SAVINGS,27762.64,USD,CLOSED,2025-02-25 11:23:55,
888252690442,3860691381,SAVINGS,34068.09,USD,ACTIVE,2024-07-28 01:16:51,
808578391944,2821138075,CHECKING,13886.18,USD,ACTIVE,2025-03-26 13:56:15,
531204325890,1469363934,CHECKING,4046.77,USD,CLOSED,2022-03-18 22:10:55,
846236443971,489364295,CHECKING,51948.79,USD,CLOSED,2023-10-12 20:50:05,
875574765747,1978302845,CHECKING,8982.71,USD,INACTIVE,2024-09-28 13:26:44,
981096355407,5617496055,SAVINGS,97631.58,USD,ACTIVE,2024-09-21 04:44:59,
283485219034,9316253094,LOAN,41707.13,USD,CLOSED,2022-11-03 01:13:38,
274872747346,1079978214,CHECKING,15480.67,USD,ACTIVE,2023-02-22 14:26:33,
401663649252,5874479096,CHECKING,24664.97,USD,ACTIVE,2021-06-01 00:51:50,
900588356651,4355435019,LOAN,44392.62,USD,CLOSED,2021-04-05 01:34:36,
765567669669,1813106567,LOAN,87211.8,USD,CLOSED,2022-07-31 01:58:58,
192856508631,9228374680,LOAN,30849.5,USD,CLOSED,2022-06-23 09:24:25,
115880180304,1312068023,SAVINGS,85168.2,USD,INACTIVE,2023-08-15 02:45:30,
827884629098,1989682683,LOAN,19373.83,USD,INACTIVE,2024-10-10 00:57:34,
75617232131,6035383747,SAVINGS,60430.91,USD,ACTIVE,2021-03-28 07:58:25,
213536215210,242146668,LOAN,4836.26,USD,CLOSED,2024-05-08 04:19:52,
676541051939,4698485023,SAVINGS,82117.14,USD,CLOSED,2024-10-16 06:50:30,
999667654498,2935944056,SAVINGS,90574.76,USD,CLOSED,2020-09-15 17:34:28,
835996558879,3727027811,LOAN,9750.43,USD,INACTIVE,2020-02-28 16:08:04,
289948657593,6202497193,LOAN,70289.26,USD,ACTIVE,2020-10-04 06:02:02,
751231127638,4001527583,SAVINGS,47755.13,USD,CLOSED,2023-12-25 20:38:33,
15217422515,3015382610,SAVINGS,17038.51,USD,INACTIVE,2020-03-13 23:58:48,
763042097976,5937598382,SAVINGS,88259.7,USD,INACTIVE,2022-12-14 08:55:40,
116588262752,8957580308,CHECKING,9417.29,USD,CLOSED,2020-04-15 01:41:49,
869257513129,2184820191,CHECKING,65283.42,USD,ACTIVE,2021-05-04 18:54:41,
268288458548,3114402216,LOAN,57210.26,USD,CLOSED,2020-02-21 12:30:21,
576009447734,7668380207,LOAN,6563.13,USD,INACTIVE,2025-05-26 04:50:08,
836268621492,6569804253,SAVINGS,415.45,USD,ACTIVE,2021-11-08 09:24:23,
863180742541,4613243183,CHECKING,10863.7,USD,ACTIVE,2024-07-04 21:14:44,
177887954171,3768037219,CHECKING,60577.71,USD,ACTIVE,2024-05-28 07:49:25,
779260463851,6647833361,LOAN,47395.74,USD,CLOSED,2023-03-12 00:34:05,
905264361498,2167743782,CHECKING,25539.43,USD,ACTIVE,2020-09-07 10:10:52,
439477131002,8627248685,CHECKING,68838.44,USD,INACTIVE,2023-03-03 21:17:29,
728583968967,5773606959,CHECKING,18839.26,USD,INACTIVE,2022-11-29 08:31:57,
274269703536,19551520,CHECKING,56995.86,USD,INACTIVE,2021-07-05 16:16:16,
683498298145,6463011682,CHECKING,3214.79,USD,ACTIVE,2020-03-26 21:05:44,
261850114151,4481324460,LOAN,46686.42,USD,ACTIVE,2022-06-19 21:35:08,
954510068756,3370124744,LOAN,89308.18,USD,CLOSED,2025-01-14 17:59:13,
281533473739,5140714568,CHECKING,65043.37,USD,INACTIVE,2024-04-26 04:49:01,
762483418025,2669104307,CHECKING,93617.91,USD,CLOSED,2021-06-25 15:54:34,
359139021673,3699080192,LOAN,59670.22,USD,ACTIVE,2021-12-03 10:19:54,
559113446360,4718657799,SAVINGS,29960.88,USD,INACTIVE,2020-08-02 06:32:59,
644023459840,541621013,CHECKING,7370.32,USD,INACTIVE,2020-10-28 06:52:10,
487553937482,3777002977,CHECKING,76706.95,USD,INACTIVE,2020-06-15 13:09:52,
570888488209,5184702551,SAVINGS,55292.65,USD,CLOSED,2021-12-26 20:07:08,
979630243316,3954611215,LOAN,38143.04,USD,INACTIVE,2025-01-07 07:56:46,
891111432101,4241267181,LOAN,91528.81,USD,INACTIVE,2023-10-06 23:01:18,
878363071301,8347799041,SAVINGS,96689.05,USD,CLOSED,2021-07-04 20:25:14,
592903491628,1206209847,CHECKING,72178.39,USD,CLOSED,2021-05-17 16:27:54,
723269875985,2705359468,SAVINGS,85024.96,USD,CLOSED,2021-08-15 17:28:49,
69122831771,898653664,SAVINGS,5940.38,USD,CLOSED,2024-04-27 14:12:36,
610571156525,8954662202,SAVINGS,81437.31,USD,CLOSED,2020-05-25 15:17:39,
552021603274,7943049426,LOAN,76484.03,USD,CLOSED,2020-08-12 05:34:54,
277503191811,865691227,CHECKING,56753.34,USD,INACTIVE,2025-04-30 14:42:44,
724704642209,3811747045,SAVINGS,79170.24,USD,ACTIVE,2020-11-08 20:59:39,
640181773912,4803289215,SAVINGS,35258.12,USD,CLOSED,2020-06-28 03:20:10,
336175317501,4654223015,CHECKING,67772.6,USD,CLOSED,2023-12-23 13:20:41,
333827320742,1563020344,CHECKING,4957.94,USD,INACTIVE,2023-12-26 07:18:01,
219640044994,9369662532,SAVINGS,92095.1,USD,CLOSED,2023-09-17 21:33:02,
737892349971,2115368290,CHECKING,42109.91,USD,CLOSED,2024-08-16 15:15:38,
617649131759,5194888569,SAVINGS,45402.6,USD,CLOSED,2024-09-05 05:38:34,
475038671017,1568049320,LOAN,38566.78,USD,CLOSED,2020-02-20 04:11:53,
100077544342,8644762756,CHECKING,12842.69,USD,ACTIVE,2024-07-02 09:23:33,
951140261751,4248101468,CHECKING,78323.5,USD,CLOSED,2023-05-26 14:27:07,
482376004796,1541133030,CHECKING,83110.99,USD,CLOSED,2021-06-01 03:27:34,
428016415539,5270353166,LOAN,56804.7,USD,INACTIVE,2024-12-12 11:41:21,
829433892873,2769548211,LOAN,64064.03,USD,CLOSED,2023-03-12 20:13:40,
141527720766,2148461644,CHECKING,90357.1,USD,CLOSED,2024-07-24 20:18:33,
554934032456,9181571398,CHECKING,53066.87,USD,CLOSED,2020-05-23 01:00:07,
609889658310,748277317,CHECKING,34233.14,USD,CLOSED,2022-01-21 06:13:41,
275119922385,8105624256,LOAN,84440.71,USD,CLOSED,2021-07-05 03:26:22,
146147187964,6086088293,LOAN,72307.29,USD,CLOSED,2021-01-02 08:45:46,
178590652651,8162037108,SAVINGS,50477.42,USD,CLOSED,2021-01-21 03:06:34,
436454449590,1582121006,LOAN,46044.68,USD,ACTIVE,2023-08-03 03:39:11,
398197563384,9650470905,CHECKING,6551.67,USD,ACTIVE,2023-05-04 07:12:35,
6404582651,64754468,SAVINGS,17455.51,USD,CLOSED,2020-02-25 12:12:29,
831304694730,951827497,SAVINGS,5645.06,USD,CLOSED,2023-02-02 21:06:36,
621434007871,484922667,LOAN,58523.95,USD,INACTIVE,2021-11-08 01:24:03,
845966005158,591564975,LOAN,3822.93,USD,CLOSED,2022-08-18 22:27:18,
935345319532,3163051700,LOAN,8105.59,USD,CLOSED,2023-12-08 02:39:02,
255478264086,9431922869,SAVINGS,61827.04,USD,ACTIVE,2022-08-07 09:04:08,
933117252288,628110739,LOAN,89563.43,USD,CLOSED,2020-04-02 10:10:29,
355784661004,1696566173,SAVINGS,1276.99,USD,INACTIVE,2025-01-13 20:47:09,
245172949159,3861356384,LOAN,51625.71,USD,ACTIVE,2020-08-21 01:25:04,
803230198910,7015917410,CHECKING,98690.95,USD,ACTIVE,2020-10-06 00:05:28,
648873105973,53662751,SAVINGS,73589.25,USD,CLOSED,2024-10-22 02:52:48,
342422254166,7325039026,CHECKING,87974.65,USD,CLOSED,2022-03-26 05:15:21,
520922434837,2146440745,LOAN,27575.92,USD,ACTIVE,2023-05-31 11:04:21,
469679327467,508048861,CHECKING,11253.19,USD,INACTIVE,2021-04-05 05:56:44,
554680197608,594689686,CHECKING,46523.43,USD,ACTIVE,2023-05-28 18:22:02,
608943954704,4961612140,LOAN,80834.37,USD,CLOSED,2022-05-30 10:50:50,
199493157944,8565909119,LOAN,78686.73,USD,INACTIVE,2025-01-04 15:05:13,
447481654905,8404620141,LOAN,56025.59,USD,INACTIVE,2021-05-02 18:07:51,
224229849066,6144032123,LOAN,9892.22,USD,CLOSED,2021-01-09 03:19:23,
648139791758,614144650,CHECKING,9549.25,USD,CLOSED,2025-01-10 00:08:49,
575360963813,9541215552,LOAN,38119.62,USD,INACTIVE,2021-08-05 03:17:24,
902920304935,1658193064,CHECKING,58654.43,USD,INACTIVE,2020-02-06 03:10:59,
632095611520,2651534682,LOAN,73188.65,USD,ACTIVE,2025-07-26 11:06:35,
415152683265,7605605283,SAVINGS,60382.22,USD,CLOSED,2021-01-01 14:53:59,
456163671053,8088884296,CHECKING,48062.53,USD,INACTIVE,2020-08-05 02:00:39,
707180736077,2301375110,SAVINGS,29982.07,USD,CLOSED,2020-06-15 17:20:26,
676579183434,1164537961,SAVINGS,99968.0,USD,CLOSED,2024-07-10 16:21:35,
545439307175,9220445320,SAVINGS,9076.26,USD,CLOSED,2020-06-20 23:02:05,
533757111541,3383081719,LOAN,65554.26,USD,CLOSED,2020-03-07 09:30:07,
832829826149,4240792095,SAVINGS,26986.68,USD,INACTIVE,2023-10-19 17:09:07,
903962811381,9266162401,CHECKING,18188.35,USD,CLOSED,2023-07-09 03:01:54,
826776517212,5456905666,SAVINGS,86808.52,USD,CLOSED,2022-04-05 09:37:22,
259720232758,1354947106,SAVINGS,74036.84,USD,INACTIVE,2021-02-17 23:41:13,
569950555102,344102707,CHECKING,45350.26,USD,CLOSED,2020-01-09 07:10:46,
110979611167,7218887668,LOAN,13646.48,USD,ACTIVE,2021-05-14 20:41:34,
469818654112,5650032002,SAVINGS,11473.76,USD,ACTIVE,2025-03-27 09:34:49,
794335959789,5543306035,LOAN,86543.6,USD,ACTIVE,2022-08-29 11:26:43,
137898501994,7343573591,SAVINGS,99131.42,USD,INACTIVE,2025-01-04 03:29:00,
863776216454,5444766684,LOAN,96730.08,USD,CLOSED,2025-01-14 10:54:20,
